course_name,source_channel,tee_date,total_slots,occupied_slots,occupancy_percent,avg_minutes_available,average_price,min_price,max_price,market_min_price,market_avg_price,market_max_price,price_gap_percent,price_position_flag,demand_pressure,revenue_efficiency_score,as_of_date,avg_price,occ_percent,market_avg,market_min,market_max,avg_price_avg,Row,tee_time,brand_current_price,golfnow_current_price,teeoff_current_price,supremegolf_current_price,brand_availability_status,golfnow_availability_status,teeoff_availability_status,supremegolf_availability_status,overall_availability_status
lakewood_golf_club,supremegolf,2025-02-11,7.99,7.76,95.56,1468.78,62.53,58.72,71.55,39.52,69.98,105.02,-2.87,BELOW_AVERAGE,MEDIUM_DEMAND,4.6,2026-05-04,63.86,69.71,61.99,41.2,109.5,65.83,236.29,11:00 AM,53.69,61.97,55.09,63.83,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,teeoff,2025-02-11,43.65,34.49,100.87,7942.29,39.51,30.96,46.33,40.97,62.74,85.1,-29.72,BELOW_AVERAGE,MEDIUM_DEMAND,5.02,2026-05-04,65.23,32.05,63.73,37.98,102.5,56.83,243.37,11:00 AM,54.27,52.08,60.14,65.91,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,golfnow,2025-02-11,74.01,74.27,106.46,9663.96,38.43,23.44,37.84,40.66,55.31,95.57,-41.56,LOWEST_IN_MARKET,HIGH_DEMAND,5.68,2026-05-04,66.95,29.73,66.72,39.28,92.78,59.23,233.32,11:00 AM,54.23,61.28,64.26,67.0,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,teeoff,2025-02-11,58.09,56.83,118.35,4533.01,65.21,44.23,90.61,42.2,75.11,99.34,5.33,ABOVE_AVERAGE,HIGH_DEMAND,4.68,2026-05-05,70.31,34.85,61.32,36.57,93.87,72.97,410.38,8:15 AM,51.48,68.27,60.43,67.13,NEVER_LISTED,SOLD_OUT,NEVER_LISTED,NEVER_LISTED,SOLD_OUT_EVERYWHERE
ironwood_golf_club,golfnow,2025-02-11,100.84,83.81,106.44,10437.6,45.91,44.85,62.34,35.71,54.09,84.18,-12.97,BELOW_AVERAGE,MEDIUM_DEMAND,5.2,2026-05-04,62.99,31.71,59.73,38.4,96.41,66.38,232.26,11:00 AM,58.63,59.5,58.81,67.63,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,supremegolf,2025-02-12,60.48,50.85,105.8,9433.87,56.26,50.22,69.47,39.48,57.06,85.69,15.67,ABOVE_AVERAGE,HIGH_DEMAND,4.5,2026-05-04,58.4,28.93,55.52,43.76,102.2,68.08,260.5,11:00 AM,59.83,60.2,59.95,67.9,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,golfnow,2025-02-12,47.9,52.2,116.68,9977.49,82.36,76.49,108.91,42.51,60.31,89.89,59.0,ABOVE_AVERAGE,HIGH_DEMAND,4.32,2026-05-04,96.21,119.87,59.78,45.19,84.58,84.44,270.87,11:00 AM,60.06,60.83,60.62,57.47,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-02-12,57.25,57.18,115.73,4970.87,61.52,30.39,66.89,35.33,69.27,112.34,3.61,ABOVE_AVERAGE,HIGH_DEMAND,4.96,2026-05-04,64.1,33.21,63.07,44.15,90.39,56.75,239.54,11:00 AM,58.8,59.46,58.58,64.79,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,teeoff,2025-02-12,17.74,16.62,95.93,4912.36,43.77,26.89,62.79,45.62,65.34,105.18,-38.23,BELOW_AVERAGE,MEDIUM_DEMAND,5.58,2026-05-04,35.11,32.06,61.81,39.75,101.25,43.62,257.23,11:00 AM,50.43,58.05,58.01,63.83,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,supremegolf,2025-02-12,33.57,32.1,94.01,6701.28,45.03,45.11,52.92,41.92,69.3,107.21,-32.17,BELOW_AVERAGE,HIGH_DEMAND,5.51,2026-05-08,49.17,27.48,66.38,43.17,93.09,50.26,250.56,11:00 AM,53.32,60.97,61.82,62.7,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,brand,2025-02-12,69.57,68.73,118.98,4920.78,49.47,38.33,67.47,39.74,53.49,78.53,-4.45,BELOW_AVERAGE,HIGH_DEMAND,5.2,2026-05-05,55.91,6.08,54.9,39.94,84.42,57.11,279.28,2:22 PM,44.92,54.41,59.67,67.76,ADDED_AND_SOLD,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,teeoff,2025-02-12,66.51,63.06,120.06,3869.68,49.81,40.7,61.63,41.07,51.65,91.26,-11.27,BELOW_AVERAGE,HIGH_DEMAND,5.68,2026-05-04,54.77,-0.74,62.62,39.61,87.05,52.71,234.2,11:00 AM,57.92,54.25,57.72,67.67,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-02-13,26.11,25.19,110.75,3896.44,68.3,54.07,107.09,41.88,61.1,99.02,14.06,ABOVE_AVERAGE,HIGH_DEMAND,4.75,2026-05-07,65.6,35.32,68.78,55.63,105.45,68.72,265.85,11:00 AM,56.74,57.82,60.52,61.2,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,brand,2025-02-13,35.48,37.48,104.05,6497.98,106.65,83.76,141.83,49.39,73.0,105.28,61.4,ABOVE_AVERAGE,HIGH_DEMAND,3.78,2026-05-04,66.79,32.38,63.02,42.87,87.14,58.07,260.98,11:00 AM,60.24,58.8,64.47,59.39,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,golfnow,2025-02-13,29.55,28.85,108.45,1571.97,56.94,32.49,66.26,42.89,63.79,108.35,-17.62,BELOW_AVERAGE,HIGH_DEMAND,4.49,2026-05-04,62.99,33.36,57.47,41.73,91.31,61.86,256.86,11:00 AM,52.19,54.1,56.35,64.47,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,brand,2025-02-13,41.57,35.68,122.34,7241.51,40.88,26.76,49.29,38.25,61.03,80.98,-28.69,BELOW_AVERAGE,HIGH_DEMAND,5.81,2026-05-04,58.82,32.67,66.82,43.43,99.8,65.84,243.13,11:00 AM,58.0,62.47,57.06,57.67,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,supremegolf,2025-02-13,48.58,46.65,120.48,3375.54,35.26,40.63,41.21,40.56,53.16,81.81,-35.75,BELOW_AVERAGE,HIGH_DEMAND,5.8,2026-05-04,35.14,14.04,62.25,39.64,92.57,37.3,243.79,11:00 AM,50.81,53.86,56.89,62.45,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,brand,2025-02-13,60.1,53.29,108.46,4713.08,61.68,37.79,83.58,40.79,65.35,96.72,-8.77,BELOW_AVERAGE,HIGH_DEMAND,4.29,2026-05-09,71.48,104.78,69.58,41.53,107.24,70.88,123.15,12:00 PM,74.88,77.55,76.0,78.67,ADDED_AND_SOLD,ADDED_AND_SOLD,ADDED_AND_SOLD,ADDED_AND_SOLD,SOLD_OUT_EVERYWHERE
ironwood_golf_club,supremegolf,2025-02-13,50.41,45.26,110.41,3706.5,60.05,49.07,95.42,45.82,61.95,99.91,-2.82,BELOW_AVERAGE,HIGH_DEMAND,4.39,2026-05-07,59.89,35.24,63.44,50.95,109.57,59.44,230.85,11:00 AM,55.11,60.17,59.71,65.12,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,supremegolf,2025-02-14,72.39,63.24,105.69,7672.28,60.89,48.95,73.49,35.74,59.32,91.77,16.51,ABOVE_AVERAGE,HIGH_DEMAND,4.63,2026-05-06,70.68,8.75,61.64,41.02,84.7,58.95,233.78,11:00 AM,60.7,54.65,64.47,65.16,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,brand,2025-02-14,37.28,35.68,101.88,2178.05,84.47,71.17,100.71,37.43,55.79,80.02,64.04,ABOVE_AVERAGE,HIGH_DEMAND,4.49,2026-05-04,94.7,-0.78,55.96,37.79,88.27,80.64,247.7,11:00 AM,50.76,55.94,65.98,68.0,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-02-14,7.48,8.59,102.18,1469.81,62.14,57.51,75.99,41.23,63.41,109.24,-2.68,BELOW_AVERAGE,MEDIUM_DEMAND,4.55,2026-05-06,63.18,91.74,61.68,52.81,102.62,67.97,242.35,11:00 AM,52.27,54.35,65.74,63.87,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,teeoff,2025-02-14,33.53,34.25,116.94,2049.76,44.19,27.26,51.72,35.06,58.61,80.85,-28.1,BELOW_AVERAGE,HIGH_DEMAND,5.35,2026-05-05,38.41,106.14,59.02,39.86,81.27,39.11,261.31,11:00 AM,56.07,53.43,58.35,59.39,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,brand,2025-02-14,48.06,2.24,7.79,1662.67,47.7,49.15,55.35,50.39,67.38,107.71,-33.37,BELOW_AVERAGE,LOW_DEMAND,2.93,2026-05-04,66.67,27.78,60.44,44.41,97.45,64.03,257.95,11:00 AM,53.44,53.88,57.55,62.18,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,golfnow,2025-02-14,72.15,80.37,120.58,9995.55,57.09,35.11,68.87,39.12,56.1,91.83,7.42,ABOVE_AVERAGE,HIGH_DEMAND,5.2,2026-05-05,58.53,6.19,61.77,48.24,78.53,56.03,376.18,7:52 AM,58.69,59.86,66.31,64.82,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,teeoff,2025-02-14,78.68,80.5,119.37,5087.32,63.31,59.36,76.43,37.46,64.59,97.57,12.43,ABOVE_AVERAGE,HIGH_DEMAND,4.86,2026-05-07,70.01,100.1,65.49,43.18,114.68,74.06,272.3,11:00 AM,50.44,53.0,61.41,66.28,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,golfnow,2025-02-15,58.9,3.63,8.42,11020.72,66.97,40.77,83.18,38.74,55.3,92.27,11.92,ABOVE_AVERAGE,LOW_DEMAND,3.01,2026-05-07,58.65,-0.83,62.6,38.84,92.42,59.4,242.06,11:00 AM,54.23,60.66,55.02,64.15,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,supremegolf,2025-02-15,27.39,26.47,97.69,3944.03,106.12,90.55,138.54,40.7,61.99,111.25,63.7,ABOVE_AVERAGE,HIGH_DEMAND,3.62,2026-05-05,100.38,19.42,62.8,40.43,92.85,97.4,257.97,11:00 AM,60.93,60.87,56.6,68.04,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,golfnow,2025-02-15,88.13,78.59,120.44,6483.41,49.9,31.1,53.62,38.95,60.41,82.29,-17.54,BELOW_AVERAGE,HIGH_DEMAND,5.26,2026-05-04,49.19,8.9,59.8,43.53,88.84,51.48,253.73,11:00 AM,61.19,61.53,59.43,65.53,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,brand,2025-02-15,26.83,27.91,99.06,3433.92,39.32,25.88,51.12,37.21,68.84,99.32,-44.5,BELOW_AVERAGE,HIGH_DEMAND,5.32,2026-05-04,38.78,26.69,60.54,47.42,100.42,44.77,273.59,11:00 AM,53.88,54.69,60.5,61.94,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,teeoff,2025-02-15,69.71,64.06,105.46,7382.98,38.91,26.47,39.52,39.95,55.0,83.27,-38.54,BELOW_AVERAGE,HIGH_DEMAND,5.54,2026-05-04,44.01,4.91,56.59,48.37,80.96,42.91,229.87,11:00 AM,55.74,60.18,63.34,59.63,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,supremegolf,2025-02-15,60.95,49.82,98.7,3158.06,56.24,41.59,72.34,37.44,69.77,108.96,-8.58,BELOW_AVERAGE,HIGH_DEMAND,4.74,2026-05-07,56.35,106.2,61.2,45.46,103.38,58.21,214.96,1:45 PM,56.4,61.31,66.47,68.52,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,supremegolf,2025-02-15,68.0,-0.07,0.26,879.78,49.46,38.52,64.11,35.59,60.66,91.51,-17.11,BELOW_AVERAGE,LOW_DEMAND,2.68,2026-05-04,63.2,30.74,63.72,43.53,88.59,62.1,242.69,11:00 AM,59.74,57.38,62.38,66.73,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-02-16,76.22,53.54,89.78,8897.97,78.88,60.14,106.73,44.01,72.04,110.52,20.6,ABOVE_AVERAGE,MEDIUM_DEMAND,3.95,2026-05-04,64.15,30.11,57.68,39.87,95.4,63.48,234.46,11:00 AM,60.29,59.07,57.79,65.34,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,supremegolf,2025-02-16,44.17,40.46,118.72,519.81,78.55,80.67,111.39,41.0,54.36,79.72,71.18,HIGHEST_IN_MARKET,HIGH_DEMAND,4.66,2026-05-04,90.57,115.26,63.65,48.13,89.93,85.69,263.15,11:00 AM,59.81,60.41,55.26,61.22,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,brand,2025-02-16,62.81,2.09,4.91,3268.52,62.77,48.2,76.41,36.94,63.35,108.24,2.55,ABOVE_AVERAGE,LOW_DEMAND,2.99,2026-05-04,56.96,27.69,58.59,44.48,88.22,57.65,225.58,11:00 AM,57.95,62.74,60.75,62.75,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,teeoff,2025-02-16,31.88,29.4,115.89,2876.43,45.29,27.02,51.89,37.67,66.99,111.7,-38.3,BELOW_AVERAGE,HIGH_DEMAND,5.73,2026-05-05,38.38,23.68,68.06,42.01,116.73,40.14,237.57,11:00 AM,59.54,61.45,65.91,59.71,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,teeoff,2025-02-16,71.74,66.68,119.13,10790.06,40.67,26.9,43.44,40.95,52.22,86.49,-34.25,BELOW_AVERAGE,HIGH_DEMAND,5.76,2026-05-04,68.16,31.0,55.92,41.58,103.73,67.73,266.49,11:00 AM,51.97,51.61,61.14,60.77,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,golfnow,2025-02-16,65.7,11.41,20.74,10889.93,55.41,41.08,69.26,37.17,52.05,82.94,8.28,ABOVE_AVERAGE,LOW_DEMAND,3.54,2026-05-07,67.83,1.45,60.73,43.2,95.27,57.21,318.9,3:22 PM,59.24,33.58,42.59,37.15,NEVER_LISTED,STILL_AVAILABLE,STILL_AVAILABLE,STILL_AVAILABLE,OTA_ONLY
ironwood_golf_club,golfnow,2025-02-16,91.49,82.33,108.81,7892.18,70.15,50.71,88.09,44.78,69.47,111.13,0.53,ABOVE_AVERAGE,HIGH_DEMAND,4.16,2026-05-08,63.77,26.87,70.56,48.39,91.93,67.17,268.74,11:00 AM,50.29,52.45,57.64,64.38,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-02-17,68.98,66.41,113.67,11471.24,57.44,46.93,79.08,37.62,53.44,96.23,12.3,ABOVE_AVERAGE,HIGH_DEMAND,4.38,2026-05-04,58.31,28.61,55.27,45.84,91.25,56.94,245.54,11:00 AM,60.45,57.16,60.85,59.69,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,golfnow,2025-02-17,59.3,60.08,116.25,6251.94,98.8,90.32,119.41,42.32,69.26,102.0,91.67,ABOVE_AVERAGE,HIGH_DEMAND,3.71,2026-05-07,113.49,101.0,64.87,48.43,112.59,114.81,253.81,11:00 AM,53.43,55.7,59.6,59.69,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,golfnow,2025-02-17,26.12,24.9,112.05,3511.94,62.31,31.16,65.79,47.22,71.95,109.04,-9.87,BELOW_AVERAGE,HIGH_DEMAND,4.49,2026-05-04,59.59,10.07,70.7,40.41,100.76,70.31,238.28,11:00 AM,55.82,52.88,66.18,64.87,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,teeoff,2025-02-17,37.1,34.18,99.84,8824.68,43.57,26.58,52.14,39.76,54.29,92.01,-28.36,BELOW_AVERAGE,HIGH_DEMAND,5.83,2026-05-09,37.41,3.45,53.91,42.16,92.09,44.21,262.65,11:00 AM,57.96,55.55,60.69,64.87,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,teeoff,2025-02-17,59.4,54.7,104.99,9690.59,39.02,28.88,41.48,36.12,62.54,116.72,-46.52,BELOW_AVERAGE,HIGH_DEMAND,6.17,2026-05-04,65.33,28.95,55.11,44.4,89.31,67.19,226.37,11:00 AM,57.25,61.34,64.29,68.18,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,golfnow,2025-02-17,74.87,78.98,112.63,10575.75,61.68,35.61,83.06,36.17,55.64,80.6,5.32,ABOVE_AVERAGE,HIGH_DEMAND,4.71,2026-05-05,63.2,6.02,63.4,41.55,85.03,63.77,84.36,11:37 AM,53.67,56.05,66.79,63.24,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,golfnow,2025-02-17,83.18,64.8,93.03,11656.34,50.3,35.57,57.61,36.43,58.73,91.7,-18.26,BELOW_AVERAGE,MEDIUM_DEMAND,4.93,2026-05-04,57.41,31.73,60.37,38.54,86.2,64.92,245.7,11:00 AM,57.99,57.27,64.09,68.82,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-02-18,62.16,56.41,111.2,9661.45,60.03,48.04,82.68,38.3,61.88,86.56,12.33,ABOVE_AVERAGE,HIGH_DEMAND,4.31,2026-05-04,65.74,29.53,56.91,41.46,85.43,65.37,234.56,11:00 AM,52.35,55.92,64.33,64.77,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,brand,2025-02-18,29.12,-0.07,2.52,1775.68,96.1,103.59,119.85,43.45,76.32,99.53,60.81,HIGHEST_IN_MARKET,LOW_DEMAND,2.62,2026-05-04,64.81,33.78,55.29,45.59,91.97,64.23,268.08,11:00 AM,61.34,55.21,58.64,61.85,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-02-18,58.13,61.49,112.72,8892.03,56.66,32.9,53.5,35.23,59.11,89.41,-6.49,BELOW_AVERAGE,HIGH_DEMAND,4.63,2026-05-04,67.06,29.53,64.4,46.22,88.06,60.9,271.86,11:00 AM,53.33,55.41,54.51,59.63,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,golfnow,2025-02-18,54.26,49.95,99.97,5159.27,41.65,24.49,66.88,38.11,74.07,115.41,-49.29,LOWEST_IN_MARKET,HIGH_DEMAND,5.74,2026-05-04,61.68,28.94,63.11,42.12,86.79,67.82,268.27,11:00 AM,54.23,57.59,60.85,64.86,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,supremegolf,2025-02-18,25.56,23.67,115.18,4347.59,50.84,48.09,55.58,44.87,73.79,108.03,-26.95,BELOW_AVERAGE,HIGH_DEMAND,5.45,2026-05-07,49.4,29.93,65.36,58.48,99.82,47.69,264.02,11:00 AM,61.22,55.79,62.81,64.81,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,teeoff,2025-02-18,84.91,68.17,114.93,8331.22,53.55,38.55,82.96,36.5,58.32,93.84,5.64,ABOVE_AVERAGE,HIGH_DEMAND,4.54,2026-05-05,67.38,6.04,56.27,39.23,87.3,61.97,189.8,1:00 PM,61.25,53.32,64.86,62.56,ADDED_AND_SOLD,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
ironwood_golf_club,teeoff,2025-02-18,91.11,86.8,100.57,6501.35,64.03,59.33,88.57,44.02,65.76,99.35,-0.8,ABOVE_AVERAGE,HIGH_DEMAND,4.24,2026-05-05,67.12,6.87,60.62,37.43,103.21,62.25,242.14,11:00 AM,52.38,52.08,61.99,68.53,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-02-19,23.57,21.66,110.46,4227.42,70.45,58.07,107.74,41.29,69.31,108.48,13.55,ABOVE_AVERAGE,HIGH_DEMAND,4.62,2026-05-07,68.3,40.14,62.52,58.47,104.35,65.89,232.21,11:00 AM,54.62,61.13,59.61,57.72,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,supremegolf,2025-02-19,29.87,29.19,115.56,4153.31,106.98,93.91,130.82,46.17,71.59,101.09,70.14,ABOVE_AVERAGE,HIGH_DEMAND,4.22,2026-05-04,103.32,18.49,69.73,39.89,96.01,105.15,242.9,11:00 AM,58.53,62.55,63.48,67.71,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,golfnow,2025-02-19,63.39,58.78,102.5,5616.03,60.93,32.2,74.34,40.76,66.17,118.44,-3.46,BELOW_AVERAGE,HIGH_DEMAND,5.21,2026-05-04,64.32,29.38,58.68,43.49,90.26,67.56,247.05,11:00 AM,52.1,53.62,59.12,68.26,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,teeoff,2025-02-19,21.45,-1.26,-1.85,4189.85,40.57,39.17,44.06,40.56,58.1,79.1,-30.94,BELOW_AVERAGE,LOW_DEMAND,2.66,2026-05-04,56.98,33.25,57.01,40.02,92.23,61.02,263.32,11:00 AM,56.15,54.32,61.73,65.88,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
blue_heron_golf_course,supremegolf,2025-02-19,67.71,60.56,100.97,9174.93,35.74,38.93,41.95,36.32,58.95,92.13,-37.53,BELOW_AVERAGE,HIGH_DEMAND,5.66,2026-05-04,56.27,31.44,65.06,41.61,90.11,60.16,232.57,11:00 AM,59.88,52.22,62.92,66.6,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
stonegate_golf_club_central,teeoff,2025-02-19,66.88,12.45,19.07,9496.96,60.38,37.69,79.08,40.94,57.28,91.03,8.09,ABOVE_AVERAGE,LOW_DEMAND,3.28,2026-05-09,64.16,1.62,51.92,39.79,92.22,57.78,194.23,1:07 PM,54.46,57.35,56.71,66.48,ADDED_LATER,STILL_AVAILABLE,STILL_AVAILABLE,STILL_AVAILABLE,BRAND_AND_OTA
ironwood_golf_club,golfnow,2025-02-19,82.95,92.37,118.74,9488.11,60.81,44.41,77.7,37.64,60.05,88.53,-2.83,BELOW_AVERAGE,HIGH_DEMAND,4.81,2026-05-04,61.64,30.94,58.25,41.16,97.91,61.64,238.73,11:00 AM,58.22,61.8,55.02,62.27,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
silver_ridge_golf_club_north,teeoff,2025-02-20,18.12,15.72,101.3,5707.15,61.84,44.38,60.66,41.48,70.98,101.5,-10.86,BELOW_AVERAGE,MEDIUM_DEMAND,4.45,2026-05-06,67.51,5.85,68.41,40.16,106.36,56.74,235.95,11:00 AM,52.42,59.48,55.88,63.41,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
falcon_crest_golf_club,teeoff,2025-02-20,9.03,-1.25,-1.72,7810.16,77.61,52.05,86.96,39.35,50.24,72.64,42.0,ABOVE_AVERAGE,LOW_DEMAND,3.07,2026-05-04,62.15,30.03,56.16,43.1,89.68,65.09,267.53,11:00 AM,59.36,55.2,57.57,65.52,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
lakewood_golf_club,supremegolf,2025-02-20,61.3,60.69,110.11,1798.99,57.39,31.87,63.38,36.38,53.85,86.98,-2.65,BELOW_AVERAGE,HIGH_DEMAND,4.89,2026-05-05,55.58,104.69,57.49,41.32,89.62,56.59,232.6,11:00 AM,58.17,60.87,57.32,57.16,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
pinehurst_links_club,teeoff,2025-02-20,45.85,6.42,20.06,5144.21,40.46,36.73,53.31,39.37,55.96,81.62,-24.31,BELOW_AVERAGE,LOW_DEMAND,3.14,2026-05-04,65.32,27.83,57.12,38.85,86.75,61.89,262.83,11:00 AM,56.46,59.67,55.03,65.69,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT,SOLD_OUT_EVERYWHERE
